nli_id,url,period_detected,live_status,problem,current_034,suggested_034,heading_rom,heading_heb,wikidata,batch_921,pipeline_result
987013428158205171,https://www.nli.org.il/he/authorities/987013428158205171,20250514-20250520,live,dms-missing-leading-zero,[geonames] d=E222300 e=E222300 f=N475621 g=N475621,d=E0222300 e=E0222300 f=N0475621 g=N0475621,Kocsord (Hungary),קוצ'ורד (הונגריה),Q587123,BMC 202505,skipped: no valid 034
987013432990705171,https://www.nli.org.il/he/authorities/987013432990705171,20250521-20250527,live,dms-missing-leading-zero,[geonames] d=E150328 e=E150328 f=N500021 g=N500021,d=E0150328 e=E0150328 f=N0500021 g=N0500021,Krychnov (Czech Republic),קריכנוב (צ'כיה),Q2696529,BMC 202505,skipped: no valid 034
987012789571105171,https://www.nli.org.il/he/authorities/987012789571105171,20250528-20250603,live,dms-missing-leading-zero,[geonames] d=E05706 e=E05706 f=N06025 g=N06025,d=E0005706 e=E0005706 f=N0006025 g=N0006025,Krasnovishersk (Russia),קרסנובישרסק (רוסיה),Q155560,css 202405,skipped: no valid 034
987013437215305171,https://www.nli.org.il/he/authorities/987013437215305171,20250528-20250603,live,dms-missing-leading-zero,[geonames] d=E162011 e=E162011 f=N475814 g=N475814,d=E0162011 e=E0162011 f=N0475814 g=N0475814,Oberwaltersdorf (Austria),אוברוולטסדורף (אוסטריה),241237547 | Q666775,BMC 202505,skipped: no valid 034
987013437207705171,https://www.nli.org.il/he/authorities/987013437207705171,20250528-20250603,live,dms-missing-leading-zero,[geonames] d=E160729 e=E160729 f=N483822 g=N483822,d=E0160729 e=E0160729 f=N0483822 g=N0483822,"Immendorf (Wullersdorf, Austria)","אימנדורף (וולרסדורף, אוסטריה)",239220851 | Q106171151,BMC 202505,skipped: no valid 034
987013437212905171,https://www.nli.org.il/he/authorities/987013437212905171,20250528-20250603,live,dms-missing-leading-zero,[geonames] d=E54200 e=E54200 f=N505800 g=N505800,d=E0054200 e=E0054200 f=N0505800 g=N0505800,Maasmechelen (Belgium),מאסמכלן (בלגיה),3636154983539967860002 | Q329633,BMC 202505,skipped: no valid 034
987013437213105171,https://www.nli.org.il/he/authorities/987013437213105171,20250528-20250603,live,dms-missing-leading-zero,[geonames] d=E162200 e=E162200 f=N483200 g=N483200,d=E0162200 e=E0162200 f=N0483200 g=N0483200,"Steinbach (Ernstbrunn, Austria)","שטיינבך (ארנסטברון, אוסטריה)",234819570 | Q96939547,BMC 202505,skipped: no valid 034
987013437217205171,https://www.nli.org.il/he/authorities/987013437217205171,20250528-20250603,live,dms-missing-leading-zero,[geonames] d=E180851 e=E180851 f=N491903 g=N491903,d=E0180851 e=E0180851 f=N0491903 g=N0491903,Halenkov (Czech Republic),הלנקוב (צ'כיה),234862444 | Q1022338,BMC 202505,skipped: no valid 034
987013437203805171,https://www.nli.org.il/he/authorities/987013437203805171,20250604-20250610,live,dms-missing-leading-zero,[geonames] d=E160412 e=E160412 f=N474950 g=N474950,d=E0160412 e=E0160412 f=N0474950 g=N0474950,"Stollhof (Hohe Wand, Austria)","סטולהוף (הוה ונד, אוסטריה)",Q110795620 | 235659970,BMC 202505,skipped: no valid 034
987013437204605171,https://www.nli.org.il/he/authorities/987013437204605171,20250604-20250610,live,dms-missing-leading-zero,[geonames] d=E255832 e=E255832 f=N483657 g=N483657,d=E0255832 e=E0255832 f=N0483657 g=N0483657,"Bridok (Chernivet︠s︡ʹka oblastʹ, Ukraine)","ברידוק (מחוז צ'רנוביץ, אוקראינה)",Q4096774,BMC 202505,skipped: no valid 034
987013437197105171,https://www.nli.org.il/he/authorities/987013437197105171,20250604-20250610,live,dms-missing-leading-zero,[geonames] d=E161132 e=E161132 f=N490453 g=N490453,d=E0161132 e=E0161132 f=N0490453 g=N0490453,Dukovany (Czech Republic),דוקובאני (צ'כיה),249091560 | Q1264678,BMC 202505,skipped: no valid 034
987013437205005171,https://www.nli.org.il/he/authorities/987013437205005171,20250604-20250610,live,dms-missing-leading-zero,[geonames] d=E252333 e=E252333 f=N475105 g=N475105,d=E0252333 e=E0252333 f=N0475105 g=N0475105,Brodina (Romania),ברודינה (רומניה),Q12724578,BMC 202505,skipped: no valid 034
987013437195405171,https://www.nli.org.il/he/authorities/987013437195405171,20250611-20250617,live,dms-missing-leading-zero,[geonames] d=E140043 e=E140043 f=N490630 g=N490630,d=E0140043 e=E0140043 f=N0490630 g=N0490630,"Dub (Prachatice District, Czech Republic)","דוב (מחוז פראחאטיצה, צ'כיה)",Q910476,BMC 202505,skipped: no valid 034
987013437192205171,https://www.nli.org.il/he/authorities/987013437192205171,20250611-20250617,live,dms-missing-leading-zero,[geonames] d=E253930 e=E253930 f=N475515 g=N475515,d=E0253930 e=E0253930 f=N0475515 g=N0475515,Vicovu de Sus (Romania),ויקובו דה סוס (רומניה),Q276145 | 190148570642924311204,BMC 202506,skipped: no valid 034
987013470918105171,https://www.nli.org.il/he/authorities/987013470918105171,20250618-20250624,live,dms-missing-leading-zero,[geonames] d=E150200 e=E150200 f=N482700 g=N482700,d=E0150200 e=E0150200 f=N0482700 g=N0482700,Schönbach (Austria),שנבאך (אוסטריה),242314463 | Q691538,BMC 202506,skipped: no valid 034
987013472828005171,https://www.nli.org.il/he/authorities/987013472828005171,20250618-20250624,live,dms-missing-leading-zero,[geonames] d=E220103 e=E220103 f=N503929 g=N503929,d=E0220103 e=E0220103 f=N0503929 g=N0503929,Wola Rzeczycka (Poland),וולה רז'יצקה (פולין),Q8029604,BMC 202506,skipped: no valid 034
987013475863605171,https://www.nli.org.il/he/authorities/987013475863605171,20250625-20250630,live,dms-missing-leading-zero,[geonames] d=E182915 e=E182915 f=N462741 g=N462741,d=E0182915 e=E0182915 f=N0462741 g=N0462741,Murga (Hungary),מורגה (הונגריה),Q667211,BMC 202506,skipped: no valid 034
987013475863705171,https://www.nli.org.il/he/authorities/987013475863705171,20250625-20250630,live,dms-missing-leading-zero,[geonames] d=E154556 e=E154556 f=N464234 g=N464234,d=E0154556 e=E0154556 f=N0464234 g=N0464234,Mureck (Austria),מורק (אוסטריה),Q163474 | 234129873,BMC 202506,skipped: no valid 034
987013501958505171,https://www.nli.org.il/he/authorities/987013501958505171,20250625-20250630,live,dms-missing-leading-zero,[geonames] d=E250000 e=E250000 f=N483300 g=N483300,d=E0250000 e=E0250000 f=N0483300 g=N0483300,"Dyatkovtsy (Kolomyi︠a︡, Ukraine)","דיאטקובצי (קולומיאה, אוקראינה)",Q123479308,BMC 202506,skipped: no valid 034
987013501958805171,https://www.nli.org.il/he/authorities/987013501958805171,20250625-20250630,live,dms-missing-leading-zero,[geonames] d=E245737 e=E245737 f=N483343 g=N483343,d=E0245737 e=E0245737 f=N0483343 g=N0483343,Sheparivtsi (Ukraine),שפאריבצי (אוקראינה),Q4522913,BMC 202506,skipped: no valid 034
987013501960605171,https://www.nli.org.il/he/authorities/987013501960605171,20250625-20250630,live,dms-missing-leading-zero,[geonames] d=E254111 e=E254111 f=N492002 g=N492002,d=E0254111 e=E0254111 f=N0492002 g=N0492002,Krovynka (Ukraine),קרובינקה (אוקראינה),Q4241498,BMC 202506,skipped: no valid 034
987013501962905171,https://www.nli.org.il/he/authorities/987013501962905171,20250625-20250630,live,dms-missing-leading-zero,[geonames] d=E240101 e=E240101 f=N491553 g=N491553,d=E0240101 e=E0240101 f=N0491553 g=N0491553,Dashava (Ukraine),דשאווה (אוקראינה),Q2602983,BMC 202506,skipped: no valid 034
987013475863505171,https://www.nli.org.il/he/authorities/987013475863505171,20250625-20250630,live,dms-missing-leading-zero,[geonames] d=E254229 e=E254229 f=N482915 g=N482915,d=E0254229 e=E0254229 f=N0482915 g=N0482915,Davydivtsi (Ukraine),דוידיבצי (אוקראינה),Q4153902,BMC 202506,skipped: no valid 034
987013437207105171,https://www.nli.org.il/he/authorities/987013437207105171,20250708-20250714,live,dms-missing-leading-zero,[geonames] d=E171728 e=E171728 f=N470049 g=N470049,d=E0171728 e=E0171728 f=N0470049 g=N0470049,Csabrendek (Hungary),צ'אברנדק (הונגריה),367174411190808502564 | Q870202,BMC 202505,skipped: no valid 034
987013505319805171,https://www.nli.org.il/he/authorities/987013505319805171,20250708-20250714,live,dms-missing-leading-zero,[geonames] d=E164904 e=E164904 f=N494606 g=N494606,d=E0164904 e=E0164904 f=N0494606 g=N0494606,"Studená Loučka (Mohelnice, Czech Republic)","סטודנה לוצ'קה (מוהלניצ'ה, צ'כיה)",Q12056724,BMC 202506,skipped: no valid 034
987013505320305171,https://www.nli.org.il/he/authorities/987013505320305171,20250708-20250714,live,dms-missing-leading-zero,[geonames] d=E260549 e=E260549 f=N491337 g=N491337,d=E0260549 e=E0260549 f=N0491337 g=N0491337,Rashtivtsi (Ukraine),רשטיבצי (אוקראינה),Q4391384,BMC 202506,skipped: no valid 034
987013505318905171,https://www.nli.org.il/he/authorities/987013505318905171,20250708-20250714,live,dms-missing-leading-zero,[geonames] d=E251156 e=E251156 f=N495259 g=N495259,d=E0251156 e=E0251156 f=N0495259 g=N0495259,"Chepeli (Zolochivsʹkyĭ raĭon, Ukraine)","צ'פלי (מחוז זולוצ'יבסקי, אוקראינה)",Q4511841,BMC 202507,skipped: no valid 034
987013544792605171,https://www.nli.org.il/he/authorities/987013544792605171,20250715-20250721,live,dms-missing-leading-zero,[geonames] d=E215559 e=E215559 f=N464631 g=N464631,d=E0215559 e=E0215559 f=N0464631 g=N0464631,Tinca (Romania),טינקה (רומניה),254559104 | Q1093201,BMC 202507,skipped: no valid 034
987013544790705171,https://www.nli.org.il/he/authorities/987013544790705171,20250722-20250728,live,dms-missing-leading-zero,[geonames] d=E174951 e=E174951 f=N493945 g=N493945,d=E0174951 e=E0174951 f=N0493945 g=N0493945,Odry (Czech Republic),אודרי (צ'כיה),147565138 | Q1018329,BMC 202507,skipped: no valid 034
987013552769805171,https://www.nli.org.il/he/authorities/987013552769805171,20250729-20250804,live,dms-missing-leading-zero,[geonames] d=E251308 e=E251308 f=N493932 g=N493932,d=E0251308 e=E0251308 f=N0493932 g=N0493932,Yarchivtsi (Ukraine),יארצ'יבצי (אוקראינה),Q4539085,BMC 202507,skipped: no valid 034
987013553869105171,https://www.nli.org.il/he/authorities/987013553869105171,20250729-20250804,live,dms-missing-leading-zero,[] d=E111549 e=E111549 f=N454425 g=N454425,d=E0111549 e=E0111549 f=N0454425 g=N0454425,Valli del Pasubio (Italy),וואלי דל פאסוביו (איטליה),3958152451240006650002 | Q46263,beb 202507,skipped: no valid 034
987013553870305171,https://www.nli.org.il/he/authorities/987013553870305171,20250729-20250804,live,dms-missing-leading-zero,[geonames] d=E82814 e=E82814 f=N473345 g=N473345,d=E0082814 e=E0082814 f=N0473345 g=N0473345,Zweidlen (Switzerland),צוויידלן (שווייץ),182160062433735790000 | Q232385,beb 202507,skipped: no valid 034
987013553872005171,https://www.nli.org.il/he/authorities/987013553872005171,20250729-20250804,live,dms-missing-leading-zero,[geonames] d=E161158 e=E161158 f=N480659 g=N480659,d=E0161158 e=E0161158 f=N0480659 g=N0480659,Kaltenleutgeben (Austria),קלטנלויטגבן (אוסטריה),246278154 | Q665008,beb 202507,skipped: no valid 034
987013553872305171,https://www.nli.org.il/he/authorities/987013553872305171,20250729-20250804,live,dms-missing-leading-zero,[geonames] d=E63946 e=E63946 f=N475522 g=N475522,d=E0063946 e=E0063946 f=N0475522 g=N0475522,Rupt-sur-Moselle (France),רופט-סור-מוזל (צרפת),159483005 | Q190567,beb 202507,skipped: no valid 034
987013553870005171,https://www.nli.org.il/he/authorities/987013553870005171,20250729-20250804,live,dms-missing-leading-zero,[] d=E63200 e=E63200 f=N502100 g=N502100,d=E0063200 e=E0063200 f=N0502100 g=N0502100,Stadtkyll (Germany),שטדטקיל (גרמניה),240115845 | Q653314,beb 202507,skipped: no valid 034
987013553872605171,https://www.nli.org.il/he/authorities/987013553872605171,20250729-20250804,live,dms-missing-leading-zero,[geonames] d=E112057 e=E112057 f=N470907 g=N470907,d=E0112057 e=E0112057 f=N0470907 g=N0470907,Fulpmes (Austria),פולפמס (אוסטריה),235010815 | Q669803,beb 202507,skipped: no valid 034
987013553869305171,https://www.nli.org.il/he/authorities/987013553869305171,20250729-20250804,live,dms-missing-leading-zero,[geonames] d=E45409 e=E45409 f=N472443 g=N472443,d=E0045409 e=E0045409 f=N0472443 g=N0472443,Val-Suzon (France),ואל-סוזון (צרפת),71163408874400091174 | Q89812,beb 202507,skipped: no valid 034
987013553869705171,https://www.nli.org.il/he/authorities/987013553869705171,20250729-20250804,live,dms-missing-leading-zero,[geonames] d=E64303 e=E64303 f=N480023 g=N480023,d=E0064303 e=E0064303 f=N0480023 g=N0480023,Vagney (France),וגנה (צרפת),243201357 | Q922686,beb 202507,skipped: no valid 034
987013553871305171,https://www.nli.org.il/he/authorities/987013553871305171,20250729-20250804,live,dms-missing-leading-zero,[] d=E75741 e=E75741 f=N463510 g=N463510,d=E0075741 e=E0075741 f=N0463510 g=N0463510,Kleine Scheidegg (Switzerland),קליינה שיידג (שווייץ),238120117 | Q86954,beb 202507,skipped: no valid 034
987013553872705171,https://www.nli.org.il/he/authorities/987013553872705171,20250729-20250804,live,dms-missing-leading-zero,[geonames] d=E155148 e=E155148 f=N474132 g=N474132,d=E0155148 e=E0155148 f=N0474132 g=N0474132,Payerbach (Austria),פאיירבאך (אוסטריה),129883137 | Q676675,beb 202507,skipped: no valid 034
987013552762105171,https://www.nli.org.il/he/authorities/987013552762105171,20250805-20250811,live,dms-missing-leading-zero,[geonames] d=E01859 e=E01859 f=N430608 g=N430608,d=E0001859 e=E0001859 f=N0430608 g=N0430608,Capvern (France),קאפברן (צרפת),41144647648674099072 | Q1094400,BMC 202507,skipped: no valid 034
987013552762205171,https://www.nli.org.il/he/authorities/987013552762205171,20250805-20250811,live,dms-missing-leading-zero,[geonames] d=E185543 e=E185543 f=N501920 g=N501920,d=E0185543 e=E0185543 f=N0501920 g=N0501920,,"לאגייבניקי (ביטום, פולין)",233888679 | Q9393948,BMC 202507,skipped: no valid 034
987013552762305171,https://www.nli.org.il/he/authorities/987013552762305171,20250805-20250811,live,dms-missing-leading-zero,[geonames] d=E164017 e=E164017 f=N465523 g=N465523,d=E0164017 e=E0164017 f=N0465523 g=N0465523,Ozmánbük (Hungary),אוזמנבוק (הונגריה),Q693815,BMC 202507,skipped: no valid 034
987013552765705171,https://www.nli.org.il/he/authorities/987013552765705171,20250805-20250811,live,dms-missing-leading-zero,[geonames] d=E163800 e=E163800 f=N481600 g=N481600,d=E0163800 e=E0163800 f=N0481600 g=N0481600,Markgrafneusiedl (Austria),מרקגרפנויזידל (אוסטריה),247817483 | Q688849,BMC 202507,skipped: no valid 034
987013553859805171,https://www.nli.org.il/he/authorities/987013553859805171,20250805-20250811,live,dms-missing-leading-zero,[] d=E91809 e=E91809 f=N511337 g=N511337,d=E0091809 e=E0091809 f=N0511337 g=N0511337,Wichdorf (Germany),ויכטדורף (גרמניה),235758942 | Q1346017,beb 202507,skipped: no valid 034
987013553861005171,https://www.nli.org.il/he/authorities/987013553861005171,20250805-20250811,live,dms-missing-leading-zero,[] d=E74113 e=E74113 f=N500925 g=N500925,d=E0074113 e=E0074113 f=N0500925 g=N0500925,Werlau (Germany),ורלאו (גרמניה),7497147270571235700002 | Q2560605,beb 202507,skipped: no valid 034
987013553862805171,https://www.nli.org.il/he/authorities/987013553862805171,20250805-20250811,live,dms-missing-leading-zero,[] d=E51300 e=E51300 f=N514151 g=N514151,d=E0051300 e=E0051300 f=N0514151 g=N0514151,Vlijmen (Netherlands),וליימן (הולנד),313431410 | Q1983269,beb 202507,skipped: no valid 034
987013553864005171,https://www.nli.org.il/he/authorities/987013553864005171,20250805-20250811,live,dms-missing-leading-zero,[] d=E70658 e=E70658 f=N470202 g=N470202,d=E0070658 e=E0070658 f=N0470202 g=N0470202,Vinelz (Switzerland),וינלז (שווייץ),245080933 | Q67084,beb 202507,skipped: no valid 034
987013553867705171,https://www.nli.org.il/he/authorities/987013553867705171,20250805-20250811,live,dms-missing-leading-zero,[] d=E74235 e=E74235 f=N484010 g=N484010,d=E0074235 e=E0074235 f=N0484010 g=N0484010,Vendenheim (France),ונדנהיים (צרפת),211961878 | Q21604,beb 202507,skipped: no valid 034
987013552767105171,https://www.nli.org.il/he/authorities/987013552767105171,20250805-20250811,live,dms-missing-leading-zero,[geonames] d=E222212 e=E222212 f=N493439 g=N493439,d=E0222212 e=E0222212 f=N0493439 g=N0493439,Tyrawa Wołoska (Poland),טיראווה וולוסקה (פולין),243866339 | Q1817136,BMC 202507,skipped: no valid 034
987013553861605171,https://www.nli.org.il/he/authorities/987013553861605171,20250805-20250811,live,dms-missing-leading-zero,[] d=E60715 e=E60715 f=N461355 g=N461355,d=E0060715 e=E0060715 f=N0461355 g=N0461355,Le Grand-Saconnex (Switzerland),לה גראן סקונקס (שווייץ),241869513 | Q69714,beb 202507,skipped: no valid 034
987013553861805171,https://www.nli.org.il/he/authorities/987013553861805171,20250805-20250811,live,dms-missing-leading-zero,[] d=E22041 e=E22041 f=N504240 g=N504240,d=E0022041 e=E0022041 f=N0504240 g=N0504240,Wardrecques (France),ורדרק (צרפת),Q991477,beb 202507,skipped: no valid 034
987013553864605171,https://www.nli.org.il/he/authorities/987013553864605171,20250805-20250811,live,dms-missing-leading-zero,[] d=E55555 e=E55555 f=N492802 g=N492802,d=E0055555 e=E0055555 f=N0492802 g=N0492802,Villerupt (France),וילרופט (צרפת),238810413 | Q733313,beb 202507,skipped: no valid 034
987013553865505171,https://www.nli.org.il/he/authorities/987013553865505171,20250805-20250811,live,dms-missing-leading-zero,[] d=E12753 e=E12753 f=N484021 g=N484021,d=E0012753 e=E0012753 f=N0484021 g=N0484021,Villemeux-sur-Eure (France),וילמה-סור-אר (צרפת),Q616543,beb 202507,skipped: no valid 034
987013553860805171,https://www.nli.org.il/he/authorities/987013553860805171,20250805-20250811,live,dms-missing-leading-zero,[] d=E73728 e=E73728 f=N501022 g=N501022,d=E0073728 e=E0073728 f=N0501022 g=N0501022,Rheinbay (Germany),ריינביי (גרמניה),9856149844983902960007 | Q47457064,beb 202507,skipped: no valid 034
987013553864105171,https://www.nli.org.il/he/authorities/987013553864105171,20250805-20250811,live,dms-missing-leading-zero,[] d=E30956 e=E30956 f=N482623 g=N482623,d=E0030956 e=E0030956 f=N0482623 g=N0482623,Vimpelles (France),וימפל (צרפת),Q243603,beb 202507,skipped: no valid 034
987013553864805171,https://www.nli.org.il/he/authorities/987013553864805171,20250805-20250811,live,dms-missing-leading-zero,[] d=E25137 e=E25137 f=N485628 g=N485628,d=E0025137 e=E0025137 f=N0485628 g=N0485628,Villenoy (France),וילנואה (צרפת),139938917 | Q1456243,beb 202507,skipped: no valid 034
987013553865705171,https://www.nli.org.il/he/authorities/987013553865705171,20250805-20250811,live,dms-missing-leading-zero,[] d=E14600 e=E14600 f=N471800 g=N471800,d=E0014600 e=E0014600 f=N0471800 g=N0471800,Villefranche-sur-Cher (France),וילפרנש-סור-שר (צרפת),Q732703,beb 202507,skipped: no valid 034
987013553866305171,https://www.nli.org.il/he/authorities/987013553866305171,20250805-20250811,live,dms-missing-leading-zero,[] d=E30449 e=E30449 f=N481928 g=N481928,d=E0030449 e=E0030449 f=N0481928 g=N0481928,Villeblevin (France),וילבלווין (צרפת),239686984 | Q471870,beb 202507,skipped: no valid 034
987013553868005171,https://www.nli.org.il/he/authorities/987013553868005171,20250805-20250811,live,dms-missing-leading-zero,[] d=E13852 e=E13852 f=N502408 g=N502408,d=E0013852 e=E0013852 f=N0502408 g=N0502408,Verton (France),ורטון (צרפת),67144647643492852619 | Q1023874,beb 202507,skipped: no valid 034
987013553868105171,https://www.nli.org.il/he/authorities/987013553868105171,20250805-20250811,live,dms-missing-leading-zero,[] d=E35029 e=E35029 f=N490456 g=N490456,d=E0035029 e=E0035029 f=N0490456 g=N0490456,Venteuil (France),ונטאי (צרפת),240107922 | Q1103674,beb 202507,skipped: no valid 034
987013553868405171,https://www.nli.org.il/he/authorities/987013553868405171,20250805-20250811,live,dms-missing-leading-zero,[] d=E70119 e=E70119 f=N495319 g=N495319,d=E0070119 e=E0070119 f=N0495319 g=N0495319,Veldenz (Germany),ולדנץ (גרמניה),142698668 | Q569812,beb 202507,skipped: no valid 034
987013553868605171,https://www.nli.org.il/he/authorities/987013553868605171,20250805-20250811,live,dms-missing-leading-zero,[] d=E21124 e=E21124 f=N490550 g=N490550,d=E0021124 e=E0021124 f=N0490550 g=N0490550,Valmondois (France),ולמונדואה (צרפת),234707442 | Q258502,beb 202507,skipped: no valid 034
987013553868205171,https://www.nli.org.il/he/authorities/987013553868205171,20250805-20250811,live,dms-missing-leading-zero,[] d=E51743 e=E51743 f=N433218 g=N433218,d=E0051743 e=E0051743 f=N0433218 g=N0433218,Ventabren (France),ונטברן (צרפת),128761978 | Q843934,beb 202507,skipped: no valid 034
987013601733905171,https://www.nli.org.il/he/authorities/987013601733905171,20250826-20250901,live,dms-missing-leading-zero,[] d=E93550 e=E93550 f=N492913 g=N492913,d=E0093550 e=E0093550 f=N0492913 g=N0492913,Angeltürn (Germany),אנגלטורן (גרמניה),236159125 | Q61533517,beb 202508,skipped: no valid 034
987013603932805171,https://www.nli.org.il/he/authorities/987013603932805171,20250826-20250901,live,dms-missing-leading-zero,[] d=E05331 e=E05331 f=N481146 g=N481146,d=E0005331 e=E0005331 f=N0481146 g=N0481146,Authon-du-Perche (France),אותון-די-פרש (צרפת),Q864126,beb 202508,skipped: no valid 034
987013609373805171,https://www.nli.org.il/he/authorities/987013609373805171,20250826-20250901,live,dms-missing-leading-zero,[] d=E01524 e=E01524 f=N451617 g=N451617,d=E0001524 e=E0001524 f=N0451617 g=N0451617,Bourg-du-Bost (France),בורג-דו-בוסט (צרפת),247002837 | Q521224,beb 202508,skipped: no valid 034
987013609481505171,https://www.nli.org.il/he/authorities/987013609481505171,20250826-20250901,live,dms-missing-leading-zero,[geonames] d=E253818 e=E253818 f=N473859 g=N473859,d=E0253818 e=E0253818 f=N0473859 g=N0473859,"Dragoșa (Frumosu, Romania)","דראגוסה (פרומוסו, רומניה)",Q12102299,BMC 202508,skipped: no valid 034
987013609981305171,https://www.nli.org.il/he/authorities/987013609981305171,20250826-20250901,live,dms-missing-leading-zero,[] d=E25237 e=E25237 f=N491708 g=N491708,d=E0025237 e=E0025237 f=N0491708 g=N0491708,Bethancourt-en-Valois (France),בתנקור-אן-ולואה (צרפת),8888175417547404080007 | Q1098938,beb 202508,skipped: no valid 034
987013609374305171,https://www.nli.org.il/he/authorities/987013609374305171,20250826-20250901,live,dms-missing-leading-zero,[] d=E42203 e=E42203 f=N435747 g=N435747,d=E0042203 e=E0042203 f=N0435747 g=N0435747,"Blauzac (Gard, France)","בלוזק (גארד, צרפת)",80151302817948660404 | Q680610,beb 202508,skipped: no valid 034
987013609981405171,https://www.nli.org.il/he/authorities/987013609981405171,20250826-20250901,live,dms-missing-leading-zero,[] d=E25600 e=E25600 f=N453100 g=N453100,d=E0025600 e=E0025600 f=N0453100 g=N0453100,Besse-et-Saint-Anastaise (France),בסה-את-סן-אנסטז (צרפת),125144648614328314872 | Q326043,beb 202508,skipped: no valid 034
987013611879805171,https://www.nli.org.il/he/authorities/987013611879805171,20250826-20250901,live,dms-missing-leading-zero,[geonames] d=E72111 e=E72111 f=N532348 g=N532348,d=E0072111 e=E0072111 f=N0532348 g=N0532348,"Riepe (Ihlow, Lower Saxony, Germany)","ריפה (איהלוו, סקסוניה התחתונה, גרמניה)",239233566 | Q979861,BMC 202508,skipped: no valid 034
987013611881905171,https://www.nli.org.il/he/authorities/987013611881905171,20250826-20250901,live,dms-missing-leading-zero,[geonames] d=E220346 e=E220346 f=N495754 g=N495754,d=E0220346 e=E0220346 f=N0495754 g=N0495754,Kielnarowa (Poland),קיילנרובה (פולין),317278242 | Q6405271,BMC 202508,skipped: no valid 034
987013609374105171,https://www.nli.org.il/he/authorities/987013609374105171,20250826-20250901,live,dms-missing-leading-zero,[] d=E23522 e=E23522 f=N483143 g=N483143,d=E0023522 e=E0023522 f=N0483143 g=N0483143,Boissise-la-Bertrand (France),בואסיז-לה-ברטראן (צרפת),155107477 | Q243376,beb 202508,skipped: no valid 034
987013609374405171,https://www.nli.org.il/he/authorities/987013609374405171,20250826-20250901,live,dms-missing-leading-zero,[] d=E12846 e=E12846 f=N490253 g=N490253,d=E0012846 e=E0012846 f=N0490253 g=N0490253,"Blaru (Yvelines, France)","בלארו (איוולין, צרפת)",130496891 | Q83420,beb 202508,skipped: no valid 034
987013609376905171,https://www.nli.org.il/he/authorities/987013609376905171,20250826-20250901,live,dms-missing-leading-zero,[] d=E25410 e=E25410 f=N502502 g=N502502,d=E0025410 e=E0025410 f=N0502502 g=N0502502,Billy-Montigny (France),בילי-מונטיני (צרפת),239236158 | Q772803,beb 202508,skipped: no valid 034
987013609479605171,https://www.nli.org.il/he/authorities/987013609479605171,20250826-20250901,live,dms-missing-leading-zero,[geonames] d=E182235 e=E182235 f=N495159 g=N495159,d=E0182235 e=E0182235 f=N0495159 g=N0495159,Rychvald (Czech Republic),ריחוואלד (צ'כיה),Q1018854 | 6336170671829116650004,BMC 202508,skipped: no valid 034
987013609481705171,https://www.nli.org.il/he/authorities/987013609481705171,20250826-20250901,live,dms-missing-leading-zero,[geonames] d=E231754 e=E231754 f=N491054 g=N491054,d=E0231754 e=E0231754 f=N0491054 g=N0491054,Ribnik (Ukraine),ריבניק (אוקראינה),Q4401612,BMC 202508,skipped: no valid 034
987013609981105171,https://www.nli.org.il/he/authorities/987013609981105171,20250826-20250901,live,dms-missing-leading-zero,[] d=E24747 e=E24747 f=N491817 g=N491817,d=E0024747 e=E0024747 f=N0491817 g=N0491817,Bethisy-Saint-Pierre (France),בתיזי-סן-פייר (צרפת),40144648243611325195 | Q737451,beb 202508,skipped: no valid 034
987013609981505171,https://www.nli.org.il/he/authorities/987013609981505171,20250826-20250901,live,dms-missing-leading-zero,[] d=E24548 e=E24548 f=N464445 g=N464445,d=E0024548 e=E0024548 f=N0464445 g=N0464445,Bessais-le-Fromental (France),בסה-לה-פרומנטל (צרפת),547175417597604080001 | Q519446,beb 202508,skipped: no valid 034
987013609981705171,https://www.nli.org.il/he/authorities/987013609981705171,20250826-20250901,live,dms-missing-leading-zero,[] d=E23539 e=E23539 f=N490104 g=N490104,d=E0023539 e=E0023539 f=N0490104 g=N0490104,Le Mesnil-Amelot (France),לה מזניל-אמלו (צרפת),3144648127214648952 | Q271472,beb 202508,skipped: no valid 034
987013617669705171,https://www.nli.org.il/he/authorities/987013617669705171,20250902-20250908,live,dms-missing-leading-zero,[] d=E15226 e=E15226 f=N480147 g=N480147,d=E0015226 e=E0015226 f=N0480147 g=N0480147,"Chevilly (Loiret, France)","שביאי (לוארה, צרפת)",246356933 | Q131957,BEB 202508,skipped: no valid 034
987013617670005171,https://www.nli.org.il/he/authorities/987013617670005171,20250902-20250908,live,dms-missing-leading-zero,[] d=E63811 e=E63811 f=N462023 g=N462023,d=E0063811 e=E0063811 f=N0462023 g=N0462023,Chevenoz (France),שבנוז (צרפת),537175417620904080006 | Q823055,BEB 202508,skipped: no valid 034
987013617673605171,https://www.nli.org.il/he/authorities/987013617673605171,20250902-20250908,live,dms-missing-leading-zero,[] d=E65659 e=E65659 f=N482714 g=N482714,d=E0065659 e=E0065659 f=N0482714 g=N0482714,Celles-sur-Plaine (France),סל-סור-פלן (צרפת),171953696 | Q210727,BEB 202508,skipped: no valid 034
